155	0	103	332	50	75
155	1	246	358	42	75
155	2	192	152	37	54
155	3	326	231	53	70
155	4	494	203	49	63
155	5	535	157	48	57
155	6	482	127	52	56
155	7	484	68	48	65
155	8	552	78	40	61
155	9	837	155	46	66
155	10	729	282	50	70
156	0	103	332	50	75
156	1	246	358	42	75
156	2	192	152	37	54
156	3	326	231	53	70
156	4	494	203	49	63
156	5	535	157	48	57
156	6	482	127	52	56
156	7	484	68	48	65
156	8	552	78	40	61
156	9	837	155	46	66
156	10	729	282	50	70
157	0	103	332	50	75
157	1	246	358	42	75
157	2	190	152	37	54
157	3	326	231	53	70
157	4	494	203	49	63
157	5	535	157	48	57
157	6	482	127	52	56
157	7	484	68	48	65
157	8	552	78	40	61
157	9	837	155	46	66
157	10	729	282	50	70
158	0	105	332	50	75
158	1	246	358	42	75
158	2	190	152	37	54
158	3	326	231	53	70
158	4	494	203	49	63
158	5	535	157	48	57
158	6	482	127	52	56
158	7	484	68	48	65
158	8	552	78	40	61
158	9	837	155	46	66
158	10	729	282	50	70
159	0	105	334	50	75
159	1	246	358	42	75
159	2	190	152	37	54
159	3	326	231	53	70
159	4	494	203	49	63
159	5	535	157	48	57
159	6	480	127	52	56
159	7	484	68	48	65
159	8	552	78	40	61
159	9	837	155	46	66
159	10	729	282	50	70
160	0	105	338	50	75
160	1	246	358	42	75
160	2	192	152	37	54
160	3	326	231	53	70
160	4	494	203	49	63
160	5	533	157	48	57
160	6	482	127	52	56
160	7	484	68	48	65
160	8	552	78	40	61
160	9	837	155	46	66
160	10	729	282	50	70
161	0	105	338	50	75
161	1	248	358	42	75
161	2	192	152	37	54
161	3	326	229	53	70
161	4	494	203	49	63
161	5	533	157	48	57
161	6	480	127	52	56
161	7	484	68	48	65
161	8	552	78	40	61
161	9	837	155	46	66
161	10	729	282	50	70
162	0	105	340	50	75
162	1	248	360	42	75
162	2	192	152	37	54
162	3	326	229	53	70
162	4	492	201	49	63
162	5	533	157	48	57
162	6	478	129	52	56
162	7	486	68	48	65
162	8	552	78	40	61
162	9	837	155	46	66
162	10	729	282	50	70
163	0	105	334	50	75
163	1	248	360	42	75
163	2	190	156	37	54
163	3	328	231	53	70
163	4	492	203	49	63
163	5	533	153	48	57
163	6	478	127	52	56
163	7	486	68	48	65
163	8	552	78	40	61
163	9	837	155	46	66
163	10	729	282	50	70
164	0	107	340	50	75
164	1	248	360	42	75
164	2	192	152	37	54
164	3	326	231	53	70
164	4	492	201	49	63
164	5	531	153	48	57
164	6	476	129	52	56
164	7	492	68	48	65
164	8	552	78	40	61
164	9	837	155	46	66
164	10	729	282	50	70
165	0	113	344	50	75
165	1	250	362	42	75
165	2	188	154	37	54
165	3	322	231	53	70
165	4	490	201	49	63
165	5	529	155	48	57
165	6	472	129	52	56
165	7	492	68	48	65
165	8	552	80	40	61
165	9	837	155	46	66
165	10	729	282	50	70
166	0	115	340	50	75
166	1	250	362	42	75
166	2	186	158	37	54
166	3	322	233	53	70
166	4	490	201	49	63
166	5	529	155	48	57
166	6	470	129	52	56
166	7	494	70	48	65
166	8	552	82	40	61
166	9	837	155	46	66
166	10	729	282	50	70
167	0	119	334	50	75
167	1	252	362	42	75
167	2	186	156	37	54
167	3	320	233	53	70
167	4	490	203	49	63
167	5	529	155	48	57
167	6	466	129	52	56
167	7	494	70	48	65
167	8	550	82	40	61
167	9	837	157	46	66
167	10	729	282	50	70
168	0	121	340	50	75
168	1	254	362	42	75
168	2	184	158	37	54
168	3	320	237	53	70
168	4	490	203	49	63
168	5	527	153	48	57
168	6	460	129	52	56
168	7	496	70	48	65
168	8	552	78	40	61
168	9	837	155	46	66
168	10	727	282	50	70
169	0	127	338	50	75
169	1	256	364	42	75
169	2	184	158	37	54
169	3	324	237	53	70
169	4	488	205	49	63
169	5	527	155	48	57
169	6	454	125	52	56
169	7	498	72	48	65
169	8	550	80	40	61
169	9	839	157	46	66
169	10	727	282	50	70
170	0	121	334	50	75
170	1	256	366	42	75
170	2	180	160	37	54
170	3	318	237	53	70
170	4	486	205	49	63
170	5	525	155	48	57
170	6	450	123	52	56
170	7	500	68	48	65
170	8	552	80	40	61
170	9	839	157	46	66
170	10	727	282	50	70
171	0	127	334	50	75
171	1	258	368	42	75
171	2	186	158	37	54
171	3	314	239	53	70
171	4	486	205	49	63
171	5	523	157	48	57
171	6	446	123	52	56
171	7	500	68	48	65
171	8	552	80	40	61
171	9	839	159	46	66
171	10	725	284	50	70
172	0	129	334	50	75
172	1	260	366	42	75
172	2	188	154	37	54
172	3	308	241	53	70
172	4	482	205	49	63
172	5	523	157	48	57
172	6	442	125	52	56
172	7	504	74	48	65
172	8	552	82	40	61
172	9	841	159	46	66
