0	311	314	42	52
0	320	210	57	46
0	360	340	56	58
0	466	278	50	62
0	431	216	47	59
0	545	147	50	64
0	332	79	45	62
0	223	172	54	60
0	168	278	45	58
0	195	101	52	58
0	358	159	48	67
0	670	248	54	79
0	513	337	44	66
1	181	96	52	58
1	346	161	48	67
1	691	255	54	79
1	512	348	44	66
2	181	95	52	58
2	344	160	48	67
2	692	261	54	79
2	517	348	44	66
3	181	95	52	58
3	357	176	48	67
3	693	267	54	79
3	518	348	44	66
4	181	95	52	58
4	357	176	48	67
4	688	266	54	79
4	518	348	44	66
5	223	168	52	59
5	306	313	54	55
5	320	211	62	43
5	170	280	50	46
5	364	335	44	62
5	181	96	52	58
5	331	81	42	57
5	357	176	48	67
5	689	268	54	79
5	546	140	47	66
5	518	348	44	66
5	426	223	48	49
5	464	276	47	55
6	168	263	50	46
6	361	348	44	62
6	182	96	52	58
6	336	100	42	57
6	357	176	48	67
6	690	269	54	79
6	528	149	47	66
6	518	348	44	66
6	425	219	48	49
6	460	262	47	55
7	169	265	50	46
7	360	346	44	62
7	182	96	52	58
7	324	99	42	57
7	357	176	48	67
7	690	269	54	79
7	537	151	47	66
7	518	348	44	66
7	425	219	48	49
7	460	262	47	55
8	169	265	50	46
8	360	346	44	62
8	182	96	52	58
8	326	100	42	57
8	357	176	48	67
8	690	269	54	79
8	537	151	47	66
8	518	348	44	66
8	425	219	48	49
8	460	262	47	55
9	168	266	50	46
9	360	346	44	62
9	182	96	52	58
9	326	100	42	57
9	357	176	48	67
9	690	268	54	79
9	537	150	47	66
9	519	348	44	66
9	425	219	48	49
9	460	262	47	55
10	310	315	47	53
10	168	266	50	46
10	225	174	50	56
10	324	211	58	43
10	361	345	44	62
10	183	96	52	58
10	326	99	42	57
10	357	175	48	67
10	690	268	54	79
10	537	150	47	66
10	519	348	44	66
10	425	220	48	49
10	460	262	47	55
11	295	314	47	53
11	167	266	50	46
11	221	179	50	56
11	324	213	58	43
11	361	345	44	62
11	183	96	52	58
11	326	99	42	57
11	357	175	48	67
11	690	268	54	79
11	537	149	47	66
11	519	348	44	66
11	425	220	48	49
11	460	262	47	55
12	295	313	47	53
12	168	266	50	46
12	222	180	50	56
12	318	213	58	43
12	361	345	44	62
12	183	96	52	58
12	326	99	42	57
12	357	175	48	67
12	690	268	54	79
12	537	149	47	66
12	519	348	44	66
12	425	220	48	49
12	460	261	47	55
13	296	313	47	53
