180	30	27	31	58
180	73	41	50	64
180	199	16	38	60
180	260	12	39	56
180	317	6	55	62
180	391	13	57	65
180	90	126	64	67
180	140	25	37	84
180	192	87	28	68
180	246	78	36	79
180	288	84	44	49
180	871	215	62	73
180	833	248	42	83
180	889	348	53	34
180	766	461	36	61
180	759	382	45	59
180	804	328	49	68
180	825	423	41	76
180	723	25	44	68
180	630	15	68	64
180	542	0	61	78
180	459	7	49	64
180	782	20	48	72
180	857	18	41	95
180	872	136	52	59
180	16	444	59	70
180	96	430	26	98
180	150	433	52	90
180	219	429	73	102
180	307	437	54	79
180	390	432	53	80
180	28	334	38	65
180	27	225	47	75
180	117	340	45	67
180	111	232	57	93
185	30	27	31	58
185	73	41	50	64
185	199	16	38	60
185	260	12	39	56
185	317	6	55	62
185	391	13	57	65
185	90	126	64	67
185	140	25	37	84
185	192	87	28	68
185	246	78	36	79
185	288	84	44	49
185	871	215	62	73
185	833	248	42	83
185	889	348	53	34
185	766	461	36	61
185	759	382	45	59
185	804	328	49	68
185	825	423	41	76
185	723	25	44	68
185	630	15	68	64
185	542	0	61	78
185	459	7	49	64
185	782	20	48	72
185	857	18	41	95
185	872	136	52	59
185	16	444	59	70
185	96	430	26	98
185	150	433	52	90
185	219	429	73	102
185	307	437	54	79
185	390	432	53	80
185	28	334	38	65
185	27	225	47	75
185	117	340	45	67
185	111	232	57	93
190	30	27	31	58
190	73	41	50	64
190	199	16	38	60
190	260	12	39	56
190	317	6	55	62
190	391	13	57	65
190	90	126	64	67
190	140	25	37	84
190	192	87	28	68
190	246	78	36	79
190	288	84	44	49
190	871	215	62	73
190	833	248	42	83
190	889	348	53	34
190	766	461	36	61
190	759	382	45	59
190	804	328	49	68
190	825	423	41	76
190	723	25	44	68
190	630	15	68	64
190	542	0	61	78
190	459	7	49	64
190	782	20	48	72
190	857	18	41	95
190	872	136	52	59
190	16	444	59	70
190	96	430	26	98
190	150	433	52	90
190	219	429	73	102
190	307	437	54	79
190	390	432	53	80
190	28	334	38	65
190	27	225	47	75
190	117	340	45	67
190	111	232	57	93
195	30	27	31	58
195	73	41	50	64
195	199	16	38	60
195	260	12	39	56
195	317	6	55	62
195	391	13	57	65
195	90	126	64	67
195	140	25	37	84
195	192	87	28	68
195	246	78	36	79
195	288	84	44	49
195	871	215	62	73
195	833	248	42	83
195	889	348	53	34
195	766	461	36	61
195	759	382	45	59
195	804	328	49	68
195	825	423	41	76
195	723	25	44	68
195	630	15	68	64
195	542	0	61	78
195	459	7	49	64
195	782	20	48	72
195	857	18	41	95
195	872	136	52	59
195	16	444	59	70
195	96	430	26	98
195	150	433	52	90
195	219	429	73	102
195	307	437	54	79
195	390	432	53	80
195	28	334	38	65
195	27	225	47	75
195	117	340	45	67
195	111	232	57	93
195	778	253	39	54
195	808	191	38	74
200	30	27	31	58
200	73	41	50	64
200	199	16	38	60
200	260	12	39	56
200	317	6	55	62
200	391	13	57	65
200	90	126	64	67
200	140	25	37	84
200	192	87	28	68
200	246	78	36	79
200	288	84	44	49
200	871	215	62	73
200	833	248	42	83
200	889	348	53	34
200	766	461	36	61
200	759	382	45	59
200	804	328	49	68
200	825	423	41	76
200	723	25	44	68
200	630	15	68	64
200	542	0	61	78
200	459	7	49	64
200	782	20	48	72
200	857	18	41	95
200	872	136	52	59
200	16	444	59	70
200	96	430	26	98
200	150	433	52	90
200	219	429	73	102
200	307	437	54	79
200	390	432	53	80
200	28	334	38	65
200	27	225	47	75
200	117	340	45	67
200	111	232	57	93
200	778	253	39	54
200	808	191	38	74
205	30	27	31	58
205	73	41	50	64
205	199	16	38	60
205	260	12	39	56
205	317	6	55	62
205	391	13	57	65
205	90	126	64	67
205	140	25	37	84
205	192	87	28	68
205	246	78	36	79
205	288	84	44	49
205	871	215	62	73
205	833	248	42	83
205	889	348	53	34
205	766	461	36	61
205	759	382	45	59
205	804	328	49	68
205	825	423	41	76
205	723	25	44	68
205	630	15	68	64
205	542	0	61	78
205	459	7	49	64
205	782	20	48	72
205	857	18	41	95
205	872	136	52	59
205	16	444	59	70
205	96	430	26	98
205	150	433	52	90
205	219	429	73	102
205	307	437	54	79
205	390	432	53	80
205	28	334	38	65
205	27	225	47	75
205	117	340	45	67
205	111	232	57	93
205	778	253	39	54
205	808	191	38	74
210	30	27	31	58
210	73	41	50	64
210	199	16	38	60
210	260	12	39	56
210	317	6	55	62
210	391	13	57	65
210	90	126	64	67
210	140	25	37	84
210	192	87	28	68
210	246	78	36	79
210	288	84	44	49
210	871	215	62	73
210	833	248	42	83
210	889	348	53	34
210	766	461	36	61
210	759	382	45	59
210	804	328	49	68
210	825	423	41	76
210	723	25	44	68
210	630	15	68	64
210	542	0	61	78
210	459	7	49	64
210	782	20	48	72
210	857	18	41	95
210	872	136	52	59
210	16	444	59	70
210	96	430	26	98
210	150	433	52	90
210	219	429	73	102
210	307	437	54	79
210	390	432	53	80
210	28	334	38	65
210	27	225	47	75
210	117	340	45	67
210	111	232	57	93
210	778	253	39	54
210	808	191	38	74
215	30	27	31	58
215	73	41	50	64
215	199	16	38	60
215	260	12	39	56
215	317	6	55	62
215	391	13	57	65
215	90	126	64	67
215	140	25	37	84
215	192	87	28	68
215	246	78	36	79
215	288	84	44	49
215	871	215	62	73
215	833	248	42	83
215	889	348	53	34
215	766	461	36	61
215	759	382	45	59
215	804	328	49	68
215	825	423	41	76
215	723	25	44	68
215	630	15	68	64
215	542	0	61	78
215	459	7	49	64
215	782	20	48	72
215	857	18	41	95
215	872	136	52	59
215	16	444	59	70
215	96	430	26	98
215	150	433	52	90
215	219	429	73	102
215	307	437	54	79
215	390	432	53	80
215	28	334	38	65
215	27	225	47	75
215	117	340	45	67
215	111	232	57	93
215	778	253	39	54
215	808	191	38	74
220	30	27	31	58
220	73	41	50	64
220	199	16	38	60
220	260	12	39	56
220	317	6	55	62
220	391	13	57	65
220	90	126	64	67
220	140	25	37	84
220	192	87	28	68
220	246	78	36	79
220	288	84	44	49
220	871	215	62	73
220	833	248	42	83
220	889	348	53	34
220	766	461	36	61
220	759	382	45	59
220	804	328	49	68
220	825	423	41	76
220	723	25	44	68
220	630	15	68	64
220	542	0	61	78
220	459	7	49	64
220	782	20	48	72
220	857	18	41	95
220	872	136	52	59
220	16	444	59	70
220	96	430	26	98
220	150	433	52	90
220	219	429	73	102
220	307	437	54	79
220	390	432	53	80
220	28	334	38	65
220	27	225	47	75
220	117	340	45	67
220	111	232	57	93
220	778	253	39	54
220	808	191	38	74
225	30	27	31	58
225	73	41	50	64
225	199	16	38	60
225	260	12	39	56
225	317	6	55	62
225	391	13	57	65
225	90	126	64	67
225	140	25	37	84
225	192	87	28	68
225	246	78	36	79
225	288	84	44	49
225	871	215	62	73
225	833	248	42	83
225	889	348	53	34
225	766	461	36	61
225	759	382	45	59
225	804	328	49	68
225	825	423	41	76
225	723	25	44	68
225	630	15	68	64
225	542	0	61	78
225	459	7	49	64
225	782	20	48	72
225	857	18	41	95
225	872	136	52	59
225	16	444	59	70
225	96	430	26	98
225	150	433	52	90
225	219	429	73	102
225	307	437	54	79
225	390	432	53	80
225	28	334	38	65
225	27	225	47	75
