245	0	290	282	73	90
245	1	156	347	75	94
245	2	537	228	51	77
245	3	127	218	39	94
245	4	231	179	44	62
245	5	334	133	41	63
245	6	479	275	57	91
245	7	336	219	71	51
245	8	479	165	38	83
246	0	290	282	73	90
246	1	156	347	75	94
246	2	537	228	51	77
246	3	127	218	39	94
246	4	231	179	44	62
246	5	334	133	41	63
246	6	479	275	57	91
246	7	336	219	71	51
246	8	479	165	38	83
247	0	290	282	73	90
247	1	156	347	75	94
247	2	537	228	51	77
247	3	127	218	39	94
247	4	231	177	44	62
247	5	334	133	41	63
247	6	479	275	57	91
247	7	336	219	71	51
247	8	479	165	38	83
248	0	286	282	73	90
248	1	156	347	75	94
248	2	537	228	51	77
248	3	127	218	39	94
248	4	233	175	44	62
248	5	334	133	41	63
248	6	479	275	57	91
248	7	334	219	71	51
248	8	479	165	38	83
249	0	288	282	73	90
249	1	156	347	75	94
249	2	537	228	51	77
249	3	127	218	39	94
249	4	231	179	44	62
249	5	334	133	41	63
249	6	479	275	57	91
249	7	332	215	71	51
249	8	481	165	38	83
250	0	282	280	73	90
250	1	158	347	75	94
250	2	533	228	51	77
250	3	127	218	39	94
250	4	232	180	44	62
250	5	334	133	41	63
250	6	477	275	57	91
250	7	334	215	71	51
250	8	481	165	38	83
251	0	280	284	73	90
251	1	158	347	75	94
251	2	535	228	51	77
251	3	127	220	39	94
251	4	232	180	44	62
251	5	334	133	41	63
251	6	479	275	57	91
251	7	332	215	71	51
251	8	481	165	38	83
252	0	274	284	73	90
252	1	158	347	75	94
252	2	533	228	51	77
252	3	123	222	39	94
252	4	232	180	44	62
252	5	334	133	41	63
252	6	477	275	57	91
252	7	320	210	71	51
252	8	481	165	38	83
253	0	270	282	73	90
253	1	158	347	75	94
253	2	531	228	51	77
253	3	125	222	39	94
253	4	230	184	44	62
253	5	336	133	41	63
253	6	475	275	57	91
253	7	320	216	71	51
253	8	483	165	38	83
254	0	266	282	73	90
254	1	160	351	75	94
254	2	529	228	51	77
254	3	125	222	39	94
254	4	232	182	44	62
254	5	336	133	41	63
254	6	479	273	57	91
254	7	320	210	71	51
254	8	483	165	38	83
255	0	252	276	73	90
255	1	162	351	75	94
255	2	529	226	51	77
255	3	131	222	39	94
255	4	228	180	44	62
255	5	336	133	41	63
255	6	477	273	57	91
255	7	322	210	71	51
255	8	483	165	38	83
256	0	254	270	73	90
256	1	166	353	75	94
256	2	529	224	51	77
256	3	131	222	39	94
256	4	232	176	44	62
256	5	338	135	41	63
256	6	475	269	57	91
256	7	309	207	71	51
256	8	483	165	38	83
257	0	238	275	73	90
257	1	172	349	75	94
257	2	529	228	51	77
257	3	135	220	39	94
257	4	228	178	44	62
257	5	340	135	41	63
257	6	469	269	57	91
257	7	309	211	71	51
257	8	485	169	38	83
258	0	244	273	73	90
258	1	172	353	75	94
258	2	529	228	51	77
258	3	141	220	39	94
258	4	226	178	44	62
258	5	340	137	41	63
258	6	469	269	57	91
258	7	309	209	71	51
258	8	483	165	38	83
259	0	240	275	73	90
259	1	166	355	75	94
259	2	527	228	51	77
259	3	145	226	39	94
259	4	226	182	44	62
259	5	342	137	41	63
259	6	467	263	57	91
259	7	307	213	71	51
259	8	483	165	38	83
260	0	236	275	73	90
260	1	170	355	75	94
260	2	527	226	51	77
260	3	149	220	39	94
260	4	224	180	44	62
260	5	342	137	41	63
260	6	463	265	57	91
260	7	291	201	71	51
260	8	485	165	38	83
261	0	223	277	73	90
261	1	174	355	75	94
261	2	525	226	51	77
261	3	147	218	39	94
261	4	226	174	44	62
261	5	346	137	41	63
261	6	463	263	57	91
261	7	287	207	71	51
261	8	485	165	38	83
262	0	217	271	73	90
262	1	178	355	75	94
262	2	523	224	51	77
262	3	141	220	39	94
262	4	224	174	44	62
262	5	346	139	41	63
262	6	461	263	57	91
262	7	287	213	71	51
262	8	485	169	38	83
263	0	215	273	73	90
263	1	201	340	75	94
263	2	521	226	51	77
263	3	143	220	39	94
263	4	222	176	44	62
263	5	350	139	41	63
263	6	461	263	57	91
263	7	277	203	71	51
263	8	485	169	38	83
264	0	211	267	73	90
264	1	201	336	75	94
264	2	515	226	51	77
264	3	147	220	39	94
264	4	228	172	44	62
264	5	350	141	41	63
264	6	463	263	57	91
264	7	279	205	71	51
264	8	483	167	38	83
265	0	207	267	73	90
265	1	214	339	75	94
265	2	509	228	51	77
265	3	151	222	39	94
265	4	228	168	44	62
265	5	352	141	41	63
265	6	457	263	57	91
265	7	266	201	71	51
265	8	485	167	38	83
266	0	211	265	73	90
266	1	218	345	75	94
266	2	507	228	51	77
266	3	155	226	39	94
266	4	228	172	44	62
266	5	356	141	41	63
266	6	453	263	57	91
266	7	262	195	71	51
266	8	485	167	38	83
267	0	211	265	73	90
267	1	224	347	75	94
267	2	501	228	51	77
267	3	157	230	39	94
267	4	226	168	44	62
267	5	360	143	41	63
267	6	459	263	57	91
267	7	258	201	71	51
267	8	483	169	38	83
268	0	211	265	73	90
268	1	230	347	75	94
268	2	503	230	51	77
268	3	161	226	39	94
268	4	228	170	44	62
268	5	362	139	41	63
268	6	459	261	57	91
268	7	247	202	71	51
268	8	483	173	38	83
269	0	213	263	73	90
269	1	236	347	75	94
269	2	501	230	51	77
269	3	163	226	39	94
269	4	232	166	44	62
269	5	368	141	41	63
269	6	455	265	57	91
269	7	253	200	71	51
