95	0	537	167	32	56
95	1	477	256	31	54
95	2	540	289	35	59
95	3	627	293	35	64
95	4	800	252	38	61
95	5	572	172	42	58
95	6	553	241	47	41
95	7	485	200	33	58
95	8	693	109	42	54
95	9	588	114	38	49
96	0	537	169	32	56
96	1	477	256	31	54
96	2	538	291	35	59
96	3	627	293	35	64
96	4	800	252	38	61
96	5	574	172	42	58
96	6	553	241	47	41
96	7	485	200	33	58
96	8	693	109	42	54
96	9	588	114	38	49
97	0	537	171	32	56
97	1	477	258	31	54
97	2	538	295	35	59
97	3	627	293	35	64
97	4	800	252	38	61
97	5	574	172	42	58
97	6	553	243	47	41
97	7	485	200	33	58
97	8	693	109	42	54
97	9	588	114	38	49
98	0	539	173	32	56
98	1	477	260	31	54
98	2	540	289	35	59
98	3	627	293	35	64
98	4	800	252	38	61
98	5	574	172	42	58
98	6	553	241	47	41
98	7	485	202	33	58
98	8	693	109	42	54
98	9	588	114	38	49
99	0	539	175	32	56
99	1	477	260	31	54
99	2	540	295	35	59
99	3	627	293	35	64
99	4	800	252	38	61
99	5	574	172	42	58
99	6	553	239	47	41
99	7	485	202	33	58
99	8	693	109	42	54
99	9	588	114	38	49
100	0	543	175	32	56
100	1	477	262	31	54
100	2	540	293	35	59
100	3	627	293	35	64
100	4	800	252	38	61
100	5	578	172	42	58
100	6	555	245	47	41
100	7	485	202	33	58
100	8	693	109	42	54
100	9	588	114	38	49
101	0	543	179	32	56
101	1	479	262	31	54
101	2	544	289	35	59
101	3	625	293	35	64
101	4	798	252	38	61
101	5	580	172	42	58
101	6	551	247	47	41
101	7	485	202	33	58
101	8	693	109	42	54
101	9	588	114	38	49
102	0	545	177	32	56
102	1	485	256	31	54
102	2	542	293	35	59
102	3	627	297	35	64
102	4	798	252	38	61
102	5	582	172	42	58
102	6	547	243	47	41
102	7	485	202	33	58
102	8	693	109	42	54
102	9	588	114	38	49
103	0	545	177	32	56
103	1	481	256	31	54
103	2	544	293	35	59
103	3	627	297	35	64
103	4	798	252	38	61
103	5	584	172	42	58
103	6	553	234	47	41
103	7	485	206	33	58
103	8	693	109	42	54
103	9	588	114	38	49
104	0	551	175	32	56
104	1	481	262	31	54
104	2	544	287	35	59
104	3	629	297	35	64
104	4	798	256	38	61
104	5	584	172	42	58
104	6	549	240	47	41
104	7	485	204	33	58
104	8	691	111	42	54
104	9	588	114	38	49
105	0	547	177	32	56
105	1	483	260	31	54
105	2	548	292	35	59
105	3	629	299	35	64
105	4	796	258	38	61
105	5	586	172	42	58
105	6	553	234	47	41
105	7	485	206	33	58
105	8	691	111	42	54
105	9	588	114	38	49
106	0	547	181	32	56
106	1	483	262	31	54
106	2	552	290	35	59
106	3	627	299	35	64
106	4	796	260	38	61
106	5	584	178	42	58
106	6	547	240	47	41
106	7	485	208	33	58
106	8	691	109	42	54
106	9	588	114	38	49
107	0	549	185	32	56
107	1	483	264	31	54
107	2	550	290	35	59
107	3	627	299	35	64
107	4	794	262	38	61
107	5	586	178	42	58
107	6	549	244	47	41
107	7	485	210	33	58
107	8	691	109	42	54
107	9	590	114	38	49
108	0	551	191	32	56
108	1	481	266	31	54
108	2	554	284	35	59
108	3	623	299	35	64
108	4	790	256	38	61
108	5	588	180	42	58
108	6	554	237	47	41
108	7	485	212	33	58
108	8	687	109	42	54
108	9	588	116	38	49
109	0	553	191	32	56
109	1	479	264	31	54
109	2	554	290	35	59
109	3	623	299	35	64
109	4	792	256	38	61
109	5	594	180	42	58
109	6	550	243	47	41
109	7	485	212	33	58
109	8	685	109	42	54
109	9	588	114	38	49
110	0	555	191	32	56
110	1	479	266	31	54
110	2	556	292	35	59
110	3	620	294	35	64
110	4	786	258	38	61
110	5	596	176	42	58
110	6	554	236	47	41
110	7	485	210	33	58
110	8	685	111	42	54
110	9	588	114	38	49
111	0	561	195	32	56
111	1	483	266	31	54
111	2	552	294	35	59
111	3	614	292	35	64
111	4	786	254	38	61
111	5	596	180	42	58
111	6	552	236	47	41
111	7	483	216	33	58
111	8	683	111	42	54
111	9	586	112	38	49
112	0	565	195	32	56
112	1	483	268	31	54
112	2	554	296	35	59
112	3	610	290	35	64
112	4	784	248	38	61
112	5	596	182	42	58
112	6	552	236	47	41
112	7	485	212	33	58
112	8	681	111	42	54
112	9	588	112	38	49
113	0	567	199	32	56
113	1	487	266	31	54
113	2	560	300	35	59
113	3	610	294	35	64
113	4	782	257	38	61
113	5	598	182	42	58
113	6	558	232	47	41
113	7	485	214	33	58
113	8	679	109	42	54
113	9	586	112	38	49
114	0	567	201	32	56
114	1	485	272	31	54
114	2	564	302	35	59
114	3	608	298	35	64
114	4	776	261	38	61
114	5	600	180	42	58
114	6	558	238	47	41
114	7	485	216	33	58
114	8	677	107	42	54
114	9	586	110	38	49
115	0	565	205	32	56
115	1	481	278	31	54
115	2	564	308	35	59
115	3	608	298	35	64
115	4	774	255	38	61
115	5	602	182	42	58
115	6	564	240	47	41
115	7	485	220	33	58
115	8	673	107	42	54
115	9	584	110	38	49
116	0	569	209	32	56
116	1	485	284	31	54
116	2	565	296	35	59
116	3	610	296	35	64
116	4	770	261	38	61
116	5	602	180	42	58
116	6	555	240	47	41
116	7	487	214	33	58
116	8	671	107	42	54
116	9	586	110	38	49
117	0	569	209	32	56
117	1	482	273	31	54
117	2	569	294	35	59
117	3	606	302	35	64
117	4	768	257	38	61
117	5	606	182	42	58
117	6	552	243	47	41
117	7	487	214	33	58
117	8	671	107	42	54
117	9	582	108	38	49
118	0	565	209	32	56
118	1	486	277	31	54
118	2	569	296	35	59
118	3	605	294	35	64
118	4	772	263	38	61
118	5	606	182	42	58
118	6	556	249	47	41
118	7	485	218	33	58
118	8	665	105	42	54
118	9	582	106	38	49
119	0	565	209	32	56
119	1	486	283	31	54
119	2	573	298	35	59
119	3	609	300	35	64
119	4	768	257	38	61
119	5	608	184	42	58
119	6	556	251	47	41
119	7	487	218	33	58
119	8	661	103	42	54
119	9	580	106	38	49
120	0	565	215	32	56
120	1	482	283	31	54
120	2	571	300	35	59
120	3	609	302	35	64
120	4	762	263	38	61
120	5	608	184	42	58
120	6	550	251	47	41
120	7	487	222	33	58
120	8	657	99	42	54
120	9	580	104	38	49
121	0	565	213	32	56
121	1	486	283	31	54
121	2	571	294	35	59
121	3	605	300	35	64
121	4	760	257	38	61
121	5	610	186	42	58
121	6	550	253	47	41
121	7	489	220	33	58
121	8	655	99	42	54
